course_id,year,name,subject,title,description,units_min,units_max,repeatable,grading_basis,final_exam,academic_group,academic_org,way_a_ii,way_aqr,way_ce,way_edp,way_er,way_fr,way_sma,way_si
213846,2022-2023,TAPS 1,TAPS,Introduction to Theater and Performance Studies,"TAPS 1 provides you with a solid foundation in Theater Studies and traces the development of the burgeoning field of Performance Studies. We will consider a range of canonical plays and emerging performance forms, and explore how performance can also function as an interpretive framework for analyzing a broad range of social behaviors, sites, and institutions. Through a series of close readings, discussions, written and practical exercises, and viewings of live performance, this course will help you achieve a richer understanding of the performances you see and the performances you may wish to make. This quarter, TAPS 1 will serve as the platform for the Theater &amp; Performance Studies professionalization series. We will host several guest speakers (directors, actors, playwrights, and dance practitioners), who will give you some real connections in the theater world and will provide you with information and skills to help you build a career in the arts.",4,4,False,Letter (ABCD/NP),True,H&S,DRAMA,True,False,False,False,False,False,False,False
221592,2022-2023,TAPS 11,TAPS,"Introduction to Dance Studies (CSRE 11, DANCE 11, FEMGEN 11)","This class is an introduction to dance studies and the complex meanings bodily performances carry both onstage and off. Using critical frames drawn from dance criticism, history and ethnography and performance studies, and readings from cultural studies, dance, theater and critical theory, the class explores how performing bodies make meanings. We will read theoretical and historical texts and recorded dance as a means of developing tools for viewing and analyzing dance and understanding its place in larger social, cultural, and political structures. Special attention will be given to new turns in queer and feminist dance studies. TAPS 11 has been certified to fulfill the Writing in the Major (WIM) requirement.",4,4,False,Letter or Credit/No Credit,False,H&S,DRAMA,True,False,False,True,False,False,False,False
207732,2022-2023,TAPS 11N,TAPS,Dramatic Tensions: Theater and the Marketplace,"Preference to freshmen. The current state of the American theater and its artists. Conventional wisdom says that theater is a dying art, and a lost cause, especially in an age of multi-media entertainment. But there are more young playwrights, actors, and directors entering the field today than at any other time in American history. Focus is on the work of today's theater artists, with an emphasis on an emerging generation of playwrights. Students read a cross-section of plays from writers currently working in the US and UK, covering a spectrum of subjects and styles from serious to comic, from the musical to the straight play. Hits and misses from recent seasons of the New York and London stages and some of the differences of artistic taste across the Atlantic. Hands-on exploration of the arts and skills necessary to make a play succeed. Students develop their own areas of interest, in guided projects in design, direction or performance. Conversations with playwrights, designers ,and directors. Labs and master classes to solve problems posed in areas of creative production. Class meets literary managers and producers who are on the frontlines of underwriting new talent. Class trips include two plays at major Bay Area Stages.",3,3,False,Letter (ABCD/NP),False,H&S,DRAMA,True,False,False,False,False,False,False,False
213247,2022-2023,TAPS 11Q,TAPS,"Art in the Metropolis (ARTSINST 11Q, ENGLISH 11Q, FILMEDIA 11Q, MUSIC 11Q)","This seminar is offered in conjunction with the annual &quot;Arts Immersion&quot; trip to New York that takes place over the spring break and is organized by the Stanford Arts Institute (SAI). Enrollment in this course a requirement for taking part in the trip (and vice versa). The program is designed to provide a group of students with the opportunity to immerse themselves in the cultural life of New York City guided by faculty and SAI staff. Students will experience a broad range and variety of art forms (visual arts, theater, opera, dance, etc.) and will meet with prominent arts administrators and practitioners, some of whom are Stanford alumni. For further details and updates about the trip, see https://arts.stanford.edu/for-students/academics/arts-immersion/new-york/.",3,3,False,Letter (ABCD/NP),False,H&S,DRAMA,True,False,False,False,False,False,False,False
203502,2022-2023,TAPS 11SC,TAPS,Learning Theater: From Audience to Critic at the Oregon Shakespeare Festival,"Who doesn't love going to a play: sitting in the darkened theater, a member of the audience community waiting to be entertained, charmed, and challenged? But how many of us know enough about the details of the plays, their interpretation, their production, and acting itself, to allow us to appreciate fully the theatrical experience? In this seminar, we will spend 14 days in Ashland, Oregon, at the Oregon Shakespeare Festival (OSF), where we will attend these plays: Shakespeare's Romeo and Juliet and Twelfth Night; Dominique Morisseau's Three Musketeers; Qui Nguyen's Rent; and Where We Belong: A Musical, books and lyrics by Lynn Ahrens and music by Stephen Flaherty.  (To read more about these productions, go to www.osfashland.org). We will also spend time backstage, meeting with actors, designers, and artistic and administrative directors of OSF. Students read the plays before the seminar begins, attend these productions together, and have the time to study one play closely through a second viewing.  In Ashland, students will produce a staged reading and design a final paper based on one or more of the productions. These reviews will be delivered to the group and turned in on Thursday, September 21.",2,2,False,Satisfactory/No Credit,False,H&S,DRAMA,False,False,False,False,False,False,False,False
124892,2022-2023,TAPS 12N,TAPS,To Die For: Antigone and Political Dissent (CLASSICS 17N),"(Formerly CLASSGEN 6N.)  Preference to freshmen. Tensions inherent in the democracy of ancient Athens; how the character of Antigone emerges in later drama, film, and political thought as a figure of resistance against illegitimate authority; and her relevance to contemporary struggles for women's and workers' rights and national liberation. Readings and screenings include versions of &quot;Antigone&quot; by Sophocles, Anouilh, Brecht, Fugard/Kani/Ntshona, Paulin, Glowacki, Gurney, and von Trotta.",3,3,False,Letter or Credit/No Credit,False,H&S,DRAMA,False,False,False,True,True,False,False,False
210884,2022-2023,TAPS 13N,TAPS,Law and Drama,"Preference to Freshmen. If the purpose of criminal justice is to punish wrongdoers and deter crime, the objective of restorative justice to heal communities. It brings together perpetrators and victims to forge a dialogue, acknowledgment of harm, and acceptance of responsibility. This unique purpose creates restorative justice procedures that are participatory and theatrical. This course is part of a larger effort to initiate and develop restorative justice processes that address racial and other forms systemic injustice in the US.",4,4,False,Letter (ABCD/NP),False,H&S,DRAMA,True,False,False,False,True,False,False,False
218050,2022-2023,TAPS 17N,TAPS,Acting for Activists,"Acting for Activists is designed for students who are interested in combining acting with activism, performance with politics.  We will work with theatre that responds to specific political events and crisis such as hate crimes or war  through the performance of activist texts.  We will also explore works that challenge inequalities of income, race, gender and sexual orientation. By the end of the course students will cultivate a critical vocabulary for discussing and critiquing work within acting/activist contexts and develop new strategies for creating theatre in relation to issues they are passionate about.  Acting for Activists encourages students to think about what they want to say and helps them craft how they want to say it.",3,3,False,Letter (ABCD/NP),False,H&S,DRAMA,False,False,True,False,False,False,False,False
218089,2022-2023,TAPS 20N,TAPS,Prisons and Performance,"Preference to Freshmen. This seminar starts with the unlikely question of what can the performing arts, particularly dance and theater, illuminate about the situation of mass incarceration in America. Part seminar, part immersive context building, students will read and view a cross-section of dance and theater works where the subject, performers, choreographers or authors, belong to part of the 2.4 million people currently behind bars in US prisons. Class includes conversations with formerly incarcerated youth, prison staff, juvenile justice lawyers and artists working in juvenile and adult prisons as well as those who are part of the 7.3 million people currently on parole or probation. Using performance as our lens we will investigate the unique kinds of understanding the arts make possible as well as the growing use of theater and dance to affect social change and personal transformation among prison inmates. Class trips will include visits to locked facilities and  meetings with artists and inmates working behind bars.",3,3,False,Letter or Credit/No Credit,False,H&S,DRAMA,True,False,False,True,False,False,False,False
215193,2022-2023,TAPS 21,TAPS,StoryCraft,"StoryCraft is a hands-on, experiential workshop offering participants the opportunity, structure and guidance to craft compelling personal stories to be shared in front of a live audience. The class will focus on several areas of storytelling: Mining (how do you find your stories and extract the richest details?); Crafting (how do you structure the content and shape the language?); and Performing (how do you share your stories with presence, authenticity and connection?)",2,2,False,Letter or Credit/No Credit,False,H&S,DRAMA,False,False,True,False,False,False,False,False
222067,2022-2023,TAPS 21AR,TAPS,StoryCraft: Athlete Relationships (FEMGEN 21R),"What is intimacy like as an athlete? What are the stereotypes and the realities? In this class, athletic-identifying students will learn about relationships from the inside out: through an examination and telling of their lived experiences. We will explore various perspectives on intimacy and relationships that illuminate different aspects of our lives and then dive into our own stories to discover the many facets of intimacy. Due to the personal nature of the topic, we will emphasize safety, trust, and confidentiality throughout. The class offers the structure and guidance to 1) mine your life for stories, 2) craft the structure and shape of your stories, and 3) perform with presence, authenticity, and connection. Please fill out this short application for enrollment: bit.ly/Winter2022StoryCraft",2,2,False,Letter or Credit/No Credit,False,H&S,DRAMA,False,False,True,False,False,False,False,False
218235,2022-2023,TAPS 21N,TAPS,The Idea of Virtual Reality,"What is virtual reality and where is it heading?  Was there VR before digital technology?  What is the value of the real in a virtual culture?  How, where, and when do we draw the line between the virtual and the real, the live and the mediated today?  Concentrating on three aspects of VR simulation, immersion, and interactivity this course will examine recent experiments alongside a long history of virtual performance, from Plato's Cave to contemporary CAVEs, from baroque theatre design to Oculus Rift.",3,3,False,Letter or Credit/No Credit,False,H&S,DRAMA,True,False,False,False,False,False,False,False
219082,2022-2023,TAPS 21S,TAPS,StoryCraft: On Relationships (FEMGEN 21S),"Do we need love? And if so, what does it look like? In this class, students will learn about relationships from the inside out: through an examination and telling of their lived experiences. We will explore various perspectives on intimacy and relationships that illuminate different aspects of our lives, and then dive into our own stories to discover the many facets of intimacy. Due to the personal nature of the topic, we will emphasize safety, trust, and confidentiality throughout. The class offers the structure and guidance to 1) mine your life for stories, 2) craft the structure and shape of your stories, and 3) perform with presence, authenticity, and connection. Please fill out this short application for enrollment: bit.ly/Fall2020StoryCraft",2,2,False,Letter or Credit/No Credit,False,H&S,DRAMA,False,False,True,False,False,False,False,False
220065,2022-2023,TAPS 21T,TAPS,"StoryCraft: Sexuality, Intimacy & Relationships (FEMGEN 21T)","What are the roles of sexuality, intimacy, and relationships in my life? How do I tell a compelling story? In this class, you will learn about these topics from the inside out. We will explore various perspectives on sexuality, intimacy, and relationships and then dive into our own stories to discover the richness and vibrancy of our lived experience. Due to the personal nature of the topic, we will emphasize safety, trust, and confidentiality throughout. The class offers the structure and guidance to 1) mine your life for stories, 2) craft the structure and shape of your stories, and 3) perform with presence, authenticity, and connection. Students will be selected from this class to tell their stories in Beyond Sex Ed during NSO 2023. Please fill out this short application for enrollment: bit.ly/Spring2023StoryCraft.",2,2,False,Letter or Credit/No Credit,False,H&S,DRAMA,False,False,True,False,False,False,False,False
225091,2022-2023,TAPS 22AX,TAPS,Theatre of the People: Performance Based Acting,"Theatre of the People is a performance-based course that guides students through the process of creating and performing an original play that draws on popular theatre traditions to address burning social issues. Students will learn how the touring Commedia Dell'Arte troupes of Renaissance Italy subverted the Catholic Church's dominion over public performance and served as a channel for expressing the voice of the people and challenging the dominant power structure. By studying the plays of Dario Fo, the San Francisco Mime Troupe, Mbongeni Ngema, and Percy Mtwa, students will see how this subversive tradition has continued to inform theatrical resistance to oppressive systems all over the world. The historical context will be supplemented with training in physical theatre techniques and writing for the stage. Students will apply these lessons to the ongoing development of an original play, based on their burning issues, which will be performed for the public at the culmination of the course.",2,2,False,Satisfactory/No Credit,False,H&S,DRAMA,False,False,False,False,False,False,False,False
221881,2022-2023,TAPS 22N,TAPS,"Culture, Conflict, and the Modern Middle East","In this course, you will encounter the Middle East through places, peoples, and performances, beyond the basic study of identifying the region and learning its history. The main question that we will contend with is: how can one achieve an ideal encounter with a people? Through experience and experimentation, we will attempt to approach the region from different angles, perspectives, and disciplines. You can expect to be surprised again and again as we find ways to see, hear, touch, smell, and taste the Middle East through carefully curated readings, viewings, practices, assignments, and events, each teaching us a different way of thinking, creating, and living. Yet, in all these encounters, the theme of performance will return to remind us that knowledge of ourselves and the other is but a tangible exhibit of performances of everyday life. From virtually visiting architectural wonders such as Petra and the Pyramids, to encountering classic literatures such as the Arabian Nights, to finding the best Shawarma in town, to performing the Middle East, to confronting political realities and investigating historical myths, you can expect to immerse yourself with a region and its people. In our search for an ideal encounter, we will be sure to shed some fantasies, experience some realities, imagine some possibilities, and find a version of ourselves.",3,3,False,Letter or Credit/No Credit,False,H&S,DRAMA,False,False,False,False,False,False,False,False
221925,2022-2023,TAPS 23N,TAPS,"How to Create A Ghost: Theater, Magic, and Technology","How do you conjure a ghost? Fly a bird? Make a person disappear? And why? What is the appeal of magic, illusions, and technological tricks? This course will explore the history of magic through its theatrical history, exploring important relationships between culture, technological innovation, and illusion-making. From traps, to lifts, to sugar glass props, the stage has absorbed and utilized technological and scientific innovations to create its illusions, narratives, and stories. Techniques of magic and stagecraft have been used since the sixteenth century to imagine other worlds.  In creating these illusions, the theater also negotiated with emerging scientific theories and concepts. We will ask: What relationship does magic and theater have to the stories we tell? What contribution did technological innovations have on illusion making? How did theater makers develop and innovate using technological and scientific theories? What role does technological aesthetics play in understanding human culture?  Together we will explore early writing about performance magic, alchemy, sleight of hand, and theatrical stagecraft. We will read across diverse practices of magic and theatre across the globe, exploring the relationship of magic, culture, and performance. We will read treatises, novels, and plays that explore the nature  and legacy of magic. The course will include discussion, performance exercises, and hands-on activities. At the end of the seminar, students will be able to recognize and discuss historical texts and relate cultural artifacts (plays and novels) to major themes (magic and illusion). The course includes work and writing from authors with diverse backgrounds, ethnicities, and orientations. All are welcome!",3,3,False,Letter or Credit/No Credit,False,H&S,DRAMA,False,False,False,False,False,False,False,False
224598,2022-2023,TAPS 26,TAPS,"Dancing Theories of Race (CSRE 26, DANCE 26)","What can choreography and movement practice lend a comparative understanding of race studies? Pairing critical theory in race studies with dance performance, this course moves through ten units to scaffold a nuanced orientation toward race and dance that moves beyond questions of representation toward agency, animation, and action. Each week centers one key dance performance alongside one formative text in comparative race studies to allow for close-analysis and critical interpretation, featuring choreographers such as Alvin Ailey, Trisha Brown, Lenora Lee, and Ralph Lemon alongside theorists like Frantz Fanon, Cedric Robinson, Edward Said, Patricia Collins, and Jose Mu&ntilde;oz. Through interdisciplinary modes of knowing, we will pair text and movement through the dancing body to (re)consider the social, historical, and political formations of race and its presentation on and off stage.",3,5,False,Letter (ABCD/NP),False,H&S,DRAMA,False,False,False,False,False,False,False,False
224218,2022-2023,TAPS 26N,TAPS,Anthropo-Scene: Climate Change and the Arts,"Climate change is, arguably, the first major crisis in the history of humankind that did not produce striking images, a recognizable plot, a tragic hero or victim. To complicate things, it appears as a game of large numbers: the square miles of melted ice, the cubic tons of methane in the atmosphere, the mountains of plastic in the oceans, and entire industries and populations that are involved in production of every degree of global warming. It seems that this crisis can only be understood through numbers and scientific models, not experienced through artistic representation.  At the same time, the most important social aspect of this crisis is that the young generation is responding to it much more strongly and courageously than that of their parents and grandparents. This seminar does not offer readymade answers on how to make art that can capture the climate crisis in striking images, narratives, or sounds, and in doing so offer easy solutions. Instead, in it, we will explore the present state of the field and ask questions on how to make art that can give the body (and image, narrative, sound) to this catastrophe that seems to defy representation. In short, the seminar acts as an incubator of ideas for a new kind of work that combines art, science, and activism.",3,3,False,Letter or Credit/No Credit,False,H&S,DRAMA,False,False,True,False,False,False,False,False
124911,2022-2023,TAPS 28,TAPS,Makeup for the Stage,"Techniques of make-up application and design for the actor and artist including corrective, age, character, and fantasy.  Emphasis placed on utilizing make-up for development of character by the actor. Limited enrollment.",2,2,False,Letter or Credit/No Credit,True,H&S,DRAMA,False,False,False,False,False,False,False,False
124912,2022-2023,TAPS 29,TAPS,Theater Performance: Acting,Students cast in department productions receive credit for their participation as actors; 1-2 units for graduate directing workshop projects and 1-3 units for major productions (units determined by instructor). May be repeated for credit. Prerequisite: consent of instructor.,1,3,True,Satisfactory/No Credit,False,H&S,DRAMA,False,False,False,False,False,False,False,False
124915,2022-2023,TAPS 30,TAPS,Introduction to Theatrical Design,"Introduction to Theatrical Design is aimed at students interested in exploring the fundamentals of design for the stage.  Students are introduced to the practical and theoretical basics of design and are challenged to answer the question: What makes good design?  Students should expect to try their hand at communicating their ideas visually through research, drawing, sketching and model making.  Readings, field trips, guest lecturers and class discussion will complement these projects. This course is intended as a gateway to more specialized courses in set, costume and lighting design and is also an excellent primer for actors, directors and scholars who wish to know more about design. Collaboration will be emphasized. No prior experience in these areas is necessary.",4,4,False,Letter (ABCD/NP),False,H&S,DRAMA,False,False,True,False,False,False,False,False
124916,2022-2023,TAPS 31,TAPS,Introduction to Lighting and Production,"Good visual storytelling begins and ends with good lighting. All visual storytelling forms--from photos to films to stage productions--provide a canvas in which lighting paints the scene. Lighting sets a mood, a tone, and can shape character and stories. This course teaches critical thinking, how to conduct thorough research, practical skills, and a mindfulness for live artforms.",4,4,False,Letter or Credit/No Credit,True,H&S,DRAMA,True,False,True,False,False,False,False,False
218281,2022-2023,TAPS 33,TAPS,Introduction to Technical Theater and Production,"A fun, collaborative, hands-on course subjecting students to the basics of scenery, props, painting, rigging, sound, lighting, costumes, and other production elements used in theater. This class is good for all types of theater students interested in producing theater at Stanford and beyond.",2,3,False,Satisfactory/No Credit,False,H&S,DRAMA,False,False,False,False,False,False,False,False
124923,2022-2023,TAPS 34,TAPS,Stage Management Techniques,"TAPS 34 examines the role and responsibilities of the Stage Manager within a live performance production organization. This includes exploring and creating methods for documenting, recording and 'calling' a production. The purpose of TAPS 34 is to provide an understanding of the complex and collaborative process involved in mounting a live production, the relationship of the stage manager to this process, and the basic skills and techniques of a stage manager.",3,3,False,Letter (ABCD/NP),True,H&S,DRAMA,False,False,False,False,False,False,False,False
219068,2022-2023,TAPS 36,TAPS,"Dangerous Ideas (ARTHIST 36, COMPLIT 36A, EALC 36, ENGLISH 71, ETHICSOC 36X, FRENCH 36, HISTORY 3D, MUSIC 36H, PHIL 36, POLISCI 70, RELIGST 36X, SLAVIC 36)","Ideas matter. Concepts such as equality, tradition, and Hell have inspired social movements, shaped political systems, and dramatically influenced the lives of individuals. Others, like race and urban renewal, play an important role in contemporary debates in the United States. All of these ideas are contested, and they have a real power to change lives, for better and for worse. In this one-unit class we will examine these &quot;dangerous&quot; ideas. Each week, a faculty member from a different department in the humanities and arts will explore a concept that has shaped human experience across time and space.",1,1,False,Satisfactory/No Credit,False,H&S,DRAMA,False,False,False,False,False,False,False,False
210044,2022-2023,TAPS 39,TAPS,Theater Crew,"Class for students working on TAPS department productions in the following role: backstage/run crew, scenic technician, or costume technician. Night and weekend time possible. Pre-approval from Jane Casamajor (janecasa@stanford.edu) is required for enrollment. Read the information below to determine enrollment section. TAPS has a variety of roles available. No experience is necessary; this is a class and we will train you to fill any assigned position. Section 01 - BACKSTAGE/RUN CREW: will need light board operators, sound board operators, camera operators, deck crew and dressers. Section 02 - SCENE SHOP: Students will be immersed in the utilization of tools and equipment to construct scenery and install theatrical audio/visual systems. Sections 03 &amp; 04 - COSTUME SHOP: Students will learn hands-on costuming techniques including hand sewing, machine sewing, safety standards, costume construction and costuming crafts. (Section 03 meets on Weds. Section 04 meets on Thurs.) Note: Scenic- and costume-shop appropriate clothing and closed-toed shoes are required for this class. Securely fasten long hair/loose clothing/jewelry to protect catching it in machine parts/when using machines. Project specific clothing may be suggested occasionally for work with paints, dyes or when in storage spaces. Aprons, masks, gloves, goggles and other PPE will be provided and available.",1,3,True,Satisfactory/No Credit,False,H&S,DRAMA,False,False,False,False,False,False,False,False
124932,2022-2023,TAPS 39D,TAPS,Small Project Stage Management,For students Stage Mananging a TAPS Senior Project or Assistant Stage Managing a TAPS department production. Pre-approval by Laxmi Kumaran (laxmik@stanford.edu) required for enrollment.,2,4,True,Letter or Credit/No Credit,True,H&S,DRAMA,False,False,False,False,False,False,False,False
219541,2022-2023,TAPS 42,TAPS,Costume Construction,Course will cover the basics of costume and garment construction.  Includes hand and machine skills as well as basic patterning ideas that may be applied to more advanced projects. Lecture/Lab,2,2,False,Satisfactory/No Credit,False,H&S,DRAMA,False,False,True,False,False,False,False,False
224637,2022-2023,TAPS 44,TAPS,Wigs & Hair,"A practical course covering techniques and design of wigs and hair styles. Students will learn basic wig building techniques including ventilating and wig alteration. We will also cover braiding, curling techniques, and other styling processes. Research and design will be consistent components of this course. Any level of skill is welcome.",2,2,False,Letter or Credit/No Credit,False,H&S,DRAMA,False,False,False,False,False,False,False,False
217276,2022-2023,TAPS 60,TAPS,"How We Sing: The Voice, How It Functions, and the Singer's Mind (MUSIC 60)","A weekly lecture course for singers, pianists, directors, conductors, and anyone who is interested in the art and craft of the voice. The voice is an instrument whose sounds are determined by its structure and the choices the singer makes. Students will learn how the voice works: the physiology of the instrument, breathing, resonance, and adjustments the singer makes to the instrument to produce sounds appropriate for various styles of vocal music. This course is intended for singers, pianists, conductors, musical directors and directors of groups that include singers, regardless of style or size of ensemble, with the goal of promoting excellent and healthy vocal performance. Ability to sing and/or read music is not required; this is not a voice class.",1,1,False,Letter or Credit/No Credit,False,H&S,DRAMA,False,False,True,False,False,False,False,False
224742,2022-2023,TAPS 61,TAPS,"Theater and Social Justice: Skills for Rethinking Everything (AFRICAAM 61, CSRE 43)","In this course we will employ theater foundations (writing, acting, staging and direction) to interrogate individual and collective belief systems prescribed through our lineage, geography, genetics, culture and class. We will ask big questions like: How do we rethink collective narratives? What can be made in the midst of ongoing pandemics and emergencies? Who am I within and beyond my current circumstances? Together we will learn from diverse practitioners within science fiction, documentary filmmaking, theater, site-specificity, and environmental activism to create performances that ignite our imaginations and skillsets for enacting social change.",3,3,False,Letter or Credit/No Credit,False,H&S,DRAMA,False,False,False,False,False,False,False,False
