"course_id","year","name","subject","title","description","units_min","units_max","repeatable","grading_basis","final_exam","academic_group","academic_org","way_a_ii","way_aqr","way_ce","way_edp","way_er","way_fr","way_sma","way_si"
"129098","2022-2023","EARTHSYS 164","EARTHSYS","Introduction to Physical Oceanography (CEE 162D, CEE 262D, ESS 148)","An introduction to what causes the motions in the oceans. Topics include: the physical environment of the ocean; properties of sea water; atmosphere-ocean interactions; conservation of heat, salt, mass, and momentum, geostrophic flows, wind-driven circulation patterns; the Gulf Stream; equatorial dynamics and El Nino; and tides. By the end of the course, students will have physical intuition for why ocean currents look the way they do and a basic mathematical framework for quantifying the motions. Prerequisite: PHYSICS 41","4","4","False","Letter or Credit/No Credit","True","SUSTN","EARTHSYS","False","False","False","False","False","False","False","False"
"130984","2022-2023","EARTHSYS 168","EARTHSYS","Land Use: Planning for Sustainable Cities (AMSTUD 163, PUBLPOL 163, URBANST 163)","Through case studies with a focus on the San Francisco Bay Area, guest speakers, selective readings and interactive assignments, this survey course seeks to demystify the concept of land use for the non-city planner. This introductory course will review the history and trends of land use policies, as well as address a number of current themes to demonstrate the power and importance of land use. Students will explore how urban areas function, how stakeholders influence land use choices, and how land use decisions contribute to positive and negative outcomes.  By exploring the contemporary history of land use in the United States, students will learn how land use has been used as a tool for discriminatory practices and NIMBYism. Students will also learn about current land use planning efforts that seek to make cities more sustainable, resilient and equitable to address issues like gentrification, affordable housing, and sea level rise.","3","3","False","Letter or Credit/No Credit","False","H&S","EARTHSYS","False","False","False","False","False","False","False","True"
"219711","2022-2023","EARTHSYS 183","EARTHSYS","Adaptation (ESS 185)","Adaptation is the process by which organisms or societies become better suited to their environments. In this class, we will explore three distinct but related notions of adaptation. Biological adaptations arise through natural selection, while cultural adaptations arise from a variety of processes, some of which closely resemble natural selection. A newer notion of adaptation has emerged in the context of climate change where adaptation takes on a highly instrumental, and often planned, quality as a response to the negative impacts of environmental change. We will discuss each of these ideas, using their commonalities and subtle differences to develop a broader understanding of the dynamic interplay between people and their environments. Topics covered will include, among others: evolution, natural selection, levels of selection, formal models of cultural evolution, replicator dynamics, resilience, rationality and its limits, complexity, adaptive management.","3","3","False","Letter or Credit/No Credit","True","SUSTN","EARTHSYS","False","False","False","False","False","False","True","False"
"214166","2022-2023","EARTHSYS 185","EARTHSYS","Feeding Nine Billion","Feeding a growing and wealthier population is a huge task, and one with implications for many aspects of society and the environment. There are many tough choices to be made- on fertilizers, groundwater pumping, pesticide use, organics, genetic modification, etc. Unfortunately, many people form strong opinions about these issues before understanding some of the basics of how food is grown, such as how most farmers currently manage their fields, and their reasons for doing so. The goal of this class is to present an overview of global agriculture, and the tradeoffs involved with different practices. Students will develop two key knowledge bases: basic principles of crop ecology and agronomy, and familiarity with the scale of the global food system. The last few weeks of the course will be devoted to building on this knowledge base to evaluate different future directions for agriculture.","4","4","False","Letter or Credit/No Credit","True","SUSTN","EARTHSYS","False","True","False","False","False","False","False","False"
"223235","2022-2023","EARTHSYS 209","EARTHSYS","Rethinking Meat: An Introduction to Alternative Proteins (EARTHSYS 109, ESS 103, ESS 203, ETHICSOC 107)","How do we feed a growing population in the face of climate change? Will Impossible Burgers become the new norm? Are you curious to learn about a frontier in bio- and chemical-engineering? Are you passionate about animal rights, human health, and sustainable agriculture? Learn about the environmental, ethical, and economic drivers behind the market for meat replacements. We'll take a deep dive into the science and technology used to develop emerging plant, fermentation and cell-based meat alternatives and explore the political challenges and behavioral adaptation needed to decrease meat consumption. Hear from entrepreneurs, researchers, and innovative startups developing sustainable and marketable alternative proteins through weekly guest lectures from industry leaders.","1","2","False","Satisfactory/No Credit","False","SUSTN","EARTHSYS","False","False","False","False","False","False","False","False"
"210405","2022-2023","EARTHSYS 212","EARTHSYS","Human Society and Environmental Change (EARTHSYS 112, ESS 112, HISTORY 103D)","Interdisciplinary approaches to understanding human-environment interactions with a focus on economics, policy, culture, history, and the role of the state. Prerequisite: ECON 1.","4","4","False","Letter or Credit/No Credit","False","SUSTN","EARTHSYS","False","False","False","False","False","False","False","False"
"204551","2022-2023","EARTHSYS 214","EARTHSYS","Global Change and Emerging Infectious Disease (EARTHSYS 114, ESS 213, HUMBIO 114)","The changing epidemiological environment. How human-induced environmental changes, such as global warming, deforestation and land-use conversion, urbanization, international commerce, and human migration, are altering the ecology of infectious disease transmission, and promoting their re-emergence as a global public health threat. Case studies of malaria, cholera, hantavirus, plague, and HIV.","3","3","False","Letter or Credit/No Credit","True","SUSTN","EARTHSYS","False","False","False","False","False","False","False","False"
"111890","2022-2023","EARTHSYS 217","EARTHSYS","Biology and Global Change (BIO 117, EARTHSYS 111, ESS 111)","The biological causes and consequences of anthropogenic and natural changes in the atmosphere, oceans, and terrestrial and freshwater ecosystems. Topics: glacial cycles and marine circulation, greenhouse gases and climate change, tropical deforestation and species extinctions, and human population growth and resource use. Prerequisite: Biology or Human Biology core or BIO 81 or graduate standing.","4","4","False","Letter or Credit/No Credit","True","SUSTN","EARTHSYS","False","False","False","False","False","False","False","False"
"219451","2022-2023","EARTHSYS 223","EARTHSYS","Biosphere-Atmosphere Interactions (EARTHSYS 123A, ESS 123, ESS 223)","How do ecosystems respond to climate change, and how can ecosystems affect climate? This course describes, quantitatively and qualitatively, the different feedback mechanisms between the land surface and climate at both local and global scales. We will also discuss how these processes can be measured across earth's diverse ecosystems, and how they are represented in earth system models used to study climate change (and models used to track the feasibility of natural climate solutions). Basic familiarity with programming is helpful.","3","4","False","Letter (ABCD/NP)","True","SUSTN","EARTHSYS","False","False","False","False","False","False","False","False"
"224229","2022-2023","EARTHSYS 227A","EARTHSYS","The Sixth Extinction (and the Other Five) (BIO 169, BIO 237, EARTHSYS 127A, GEOLSCI 137, GEOLSCI 237)","Are we living through Earth's sixth major mass extinction event? The course will address the causes and consequences of extinction. It will review current understanding of background and mass extinction in the fossil record, including aclose examination of three major mass extinction events. It will assess the intensity, selectivity, and trends in the current biodiversity crisis and assess the options and prospects for approaches to mitigating and, ultimately, recovering from this sixth extinction.","3","3","True","Letter or Credit/No Credit","False","SUSTN","EARTHSYS","False","False","False","False","False","False","False","False"
"222672","2022-2023","EARTHSYS 233","EARTHSYS","Mitigating Climate Change through Soil Management (ESS 233)","Climate change is one of the greatest crises facing our world. Increasing soil organic carbon storage may be a key strategy for mitigating global climate change, with the potential to offset approximately 20% of annual global fossil fuel emissions. In this course, we will learn about soil carbon cycling, its contribution to the global carbon cycle, how carbon is stored in soil, and land management practices that can increase or decrease soil carbon stocks, thereby mitigating or exacerbating climate change. Although the content is centered on soil carbon, the processes and skills learned in this course can be applied to design solutions to any environmental problem.Prerequisites: Some knowledge of soils, introductory chemistry, and introductory biology would be useful but not necessary. Please email the instructor if you have any concerns or questions.","2","2","False","Letter or Credit/No Credit","False","SUSTN","EARTHSYS","False","False","False","False","False","False","False","False"
"129723","2022-2023","EARTHSYS 240","EARTHSYS","Data Science for Geoscience (EARTHSYS 140, ENERGY 240, ESS 239, GEOLSCI 140, GEOLSCI 240)","Overview of some of the most important data science methods (statistics, machine learning &amp; computer vision) relevant for geological sciences, as well as other fields in the Earth Sciences. Areas covered are: extreme value statistics for predicting rare events; compositional data analysis for geochemistry; multivariate analysis for designing data &amp; computer experiments; probabilistic aggregation of evidence for spatial mapping; functional data analysis for multivariate environmental datasets, spatial regression and modeling spatial uncertainty with covariate information (geostatistics). Identification &amp; learning of geo-objects with computer vision. Focus on practicality rather than theory. Matlab exercises on realistic data problems.","3","3","False","Letter or Credit/No Credit","False","SUSTN","EARTHSYS","False","False","False","False","False","False","False","False"
"200162","2022-2023","EARTHSYS 241","EARTHSYS","Remote Sensing of the Oceans (EARTHSYS 141, ESS 141, ESS 241, GEOPHYS 141)","How to observe and interpret physical and biological changes in the oceans using satellite technologies. Topics: principles of satellite remote sensing, classes of satellite remote sensors, converting radiometric data into biological and physical quantities, sensor calibration and validation, interpreting large-scale oceanographic features.","3","4","False","Letter or Credit/No Credit","True","SUSTN","EARTHSYS","False","False","False","False","False","False","False","False"
