id,year,name,subject,title,description,units_min,units_max,repeatable,grading_basis,final_exam,academic_group,academic_org,way_aii,way_aqr,way_ce,way_edp,way_er,way_fr,way_sma,way_si
223349,2022-2023,CS 25,CS,Transformers United V2,"Since their introduction in 2017, Transformers have revolutionized Natural Language Processing (NLP). Now, Transformers are finding applications all over Deep Learning, be it Computer Vision (CV), Reinforcement Learning (RL), Generative Adversarial Networks (GANs), Speech or even Biology. Among other things, Transformers have enabled the creation of powerful language models like ChatGPT and were instrumental in DeepMind's recent AlphaTensor model for discovering novel math algorithms. In this seminar, we examine the details of how Transformers work, and dive deep into the different kinds of Transformers and how they're applied in various fields. We do this through a combination of instructor lectures, guest lectures, and classroom discussions. We will invite people at the forefront of Transformers research across different domains for guest lectures. Prerequisites: Basic knowledge of Deep Learning (must understand attention) or CS224N/ CS231N/ CS230. To apply, fill out this form: https://forms.gle/y7xAuBm2dLMqCfj5A",1,1,False,Satisfactory/No Credit,True,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
224560,2022-2023,CS 26SI,CS,Beyond NLP: CS & Language through Text Input & Design,"Where do Computer Science and Language intersect beyond NLP? In this class, we explore their overlaps through text entry and design. On the text-entry side, we will learn about the writing systems of the world and their encodings (there is so much more beyond the Latin alphabet!), how keyboards work and why they are designed this way, how autocorrect / predictive typing and voice / handwriting text input function, and accessibility of text input. On the design side, we will learn about typography &amp; typeface design, and l10n / i18n. This class will feature many case studies and a few guest speakers!",1,1,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
219687,2022-2023,CS 28,CS,"Artificial Intelligence, Entrepreneurship and Society in the 21st Century and Beyond","Technical developments in artificial intelligence (AI) have opened up new opportunities for entrepreneurship, as well as raised profound longer term questions about how human societal and economic systems may be re&shy;organized to accommodate the rise of intelligent machines. In this course, closely co&shy;taught by a Stanford professor and a leading Silicon Valley venture capitalist, we will examine the current state of the art capabilities of existing artificial intelligence systems, as well as economic challenges and opportunities in early stage startups and large companies that could leverage AI. We will focus on gaps between business needs and current technical capabilities to identify high impact directions for the development of future AI technology. Simultaneously, we will explore the longer term societal impact of AI driven by inexorable trends in technology and entrepreneurship. The course includes guest lectures from leading technologists and entrepreneurs who employ AI in a variety of fields, including healthcare, education, self&shy;driving cars, computer security, natural language interfaces, computer vision systems, and hardware acceleration.",2,2,False,Satisfactory/No Credit,True,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
222859,2022-2023,CS 31N,CS,Counterfactuals: The Science of What Ifs?,"How might the past have changed if different decisions were made? This question has captured the fascination of people for hundreds of years. By precisely asking, and answering such questions of counterfactual inference, we have the opportunity to both understand the impact of past decisions (has climate change worsened economic inequality?) and inform future choices (can we use historical electronic medical records data about decision made and outcomes, to create better protocols to enhance patient health?). In this course I will introduce some of the most common quantitative approaches to counterfactual reasoning, as well as give a wide sampling of some of the many important problems and questions that can be addressed through the lens of counterfactual reasoning, including in climate change, healthcare and economics. No prior experience with counterfactual or &quot;what if&quot; reasoning, nor probability, is required.",3,3,False,Letter or Credit/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
217902,2022-2023,CS 41,CS,Hap.py Code: The Python Programming Language,"This course is about the fundamentals and contemporary usage of the Python programming language. The primary focus is on developing best practices in writing Python and exploring the extensible and unique parts of the Python language. Topics include: Pythonic conventions, data structures such as list comprehensions, anonymous functions, iterables, powerful built-ins (e.g. map, filter, zip), and Python libraries. For the last few weeks, students will work with course staff to develop their own significant Python project. Prerequisite: CS106B, CS106X, or equivalent.",2,2,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
218732,2022-2023,CS 43,CS,Functional Programming Abstractions,"This course covers the fundamentals of functional programming and algebraic type systems, and explores a selection of related programming paradigms and current research. Haskell is taught and used throughout the course, though much of the material is applicable to other languages. Material will be covered from both theoretical and practical points of view, and topics will include higher order functions, immutable data structures, algebraic data types, type inference, lenses and optics, effect systems, concurrency and parallelism, and dependent types. Prerequisites: Programming maturity and comfort with math proofs, at the levels of CS107 and CS103.",2,2,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
222550,2022-2023,CS 44N,CS,Great Ideas in Graphics,"A hands-on interactive and fun exploration of great ideas from computer graphics. Motivated by graphics concepts, mathematical foundations and computer algorithms, students will explore an eccentric selection of &quot;great ideas&quot; through short weekly programming projects. Project topics will be selected from a diverse array of computer graphics concepts and historical elements.",3,3,False,Letter or Credit/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
224911,2022-2023,CS 45,CS,Software Tools Every Programmer Should Know,"Classes teach you all about advanced topics within CS, from operating systems to machine learning, but there's one critical subject that's rarely covered, and is instead left to students to figure out on their own: proficiency with their tools. This course will teach you how to master the key tools necessary for being a successful computer scientist, such as the command line, version control systems, debuggers and linters, and many more. In addition, we will cover other key topics that are left out of standard CS classes, but that are essential to being a proficient computer scientist, including: security and cryptography, containers and virtual machines, and cloud computing.",2,2,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
223277,2022-2023,CS 46N,CS,Working with Data: Delights and Doubts,"The use of data to drive decisions and discoveries has increased dramatically over the past two decades, thanks to prevalent data collection, cheaper storage, faster computers, and sophisticated algorithms. This introductory seminar has three components: (1) Hands-on instruction in tools and techniques for working with data, from spreadsheets to data visualization systems to machine learning packages. This material is designed for students with little or no computer programming or data science experience. (2) A quarter-long &quot;quantified self&quot; project where students identify a set of questions about themselves or their surroundings, collect data to answer the questions, and analyze and visualize the collected data. (3) A set of guest speakers, including some who focus on the &quot;doubts&quot; of collecting and exploiting data, such as questions of ethics, bias, and privacy. In addition to the course project, students will complete short assignments to practice the learned tools and techniques, and will be expected to do some readings in advance of each guest speaker and engage in thoughtful discussion.",3,3,False,Letter (ABCD/NP),False,ENGR,COMPUTSCI,False,True,False,False,False,False,False,False
220011,2022-2023,CS 47,CS,Cross-Platform Mobile Development,"The fundamentals of cross-platform mobile application development using the React Native framework (RN). The Primary focus is on enabling students to build apps for both iOS and Android using RN. Students will explore the unique aspects that made RN a primary tool for mobile development within Facebook, Instagram, Walmart, Tesla, and UberEats, SpaceX, Coinbase and many more. Prerequisites: no formal pre-reqs but CS142/CS193x and/or prior programming experience helps. Website: web.stanford.edu/class/cs47/. To enroll in the class, please fill the following application: https://forms.gle/rhcGyigx1hWCrfA48. The application deadline is at the end of week 1.",2,2,False,Satisfactory/No Credit,True,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
219701,2022-2023,CS 49N,CS,Using Bits to Control Atoms,"This is a crash course in how to use a stripped-down computer system about the size of a credit card (the rasberry pi computer) to control as many different sensors as we can implement in ten weeks, including LEDs, motion sensors, light controllers, and accelerometers. The ability to fearlessly grab a set of hardware devices, examine the data sheet to see how to use it, and stitch them  together using simple code is a secret weapon that software-only people lack, and allows you to build many interesting gadgets. We will start with a &quot;bare metal'' system --- no operating system, no support --- and teach you how to read device data sheets describing sensors and write the minimal code needed to control them (including how to debug when things go wrong, as they always do). This course differs from most in that it is deliberately mostly about what and why rather than how --- our hope is that the things you are able at the end will inspire you to follow the rest of the CS curriculum to understand better how things you've used work. Prerequisites: knowledge of the C programming language.  A Linux or Mac laptop that you are comfortable coding on.",3,3,False,Letter or Credit/No Credit,True,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
218196,2022-2023,CS 50,CS,Using Tech for Good,"Students in the class will work in small teams to implement high-impact projects for partner organizations. Taught by the CS+Social Good team, the aim of the class is to empower you to leverage technology for social good by inspiring action, facilitating collaboration, and forging pathways towards global change. Recommended: CS 106B, CS 42 or 142. Class is open to students of all years. May be repeated for credit. Cardinal Course certified by the Haas Center.",2,2,True,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
218802,2022-2023,CS 51,CS,CS + Social Good Studio: Designing Social Impact Projects,"Get real-world experience researching and developing your own social impact project! Students work in small teams to develop high-impact projects around problem domains provided by partner organizations, under the guidance and support of design/technical coaches from industry and non-profit domain experts. Main class components are workshops, community discussions, guest speakers and mentorship. Studio provides an outlet for students to create social change through CS while engaging in the full product development cycle on real-world projects. The class culminates in a showcase where students share their project ideas and Minimum Viable Product prototypes with stakeholders and the public. Application required; please see cs51.stanford.edu for more information.",2,2,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
219084,2022-2023,CS 52,CS,CS + Social Good Studio: Implementing Social Good Projects,"Continuation of CS51 (CS + Social Good Studio). Teams enter the quarter having completed and tested a minimal viable product (MVP) with a well-defined target user, and a community partner. Students will learn to apply scalable technical frameworks, methods to measure social impact, tools for deployment, user acquisition techniques and growth/exit strategies. The purpose of the class is to facilitate students to build a sustainable infrastructure around their product idea. CS52 will host mentors, guest speakers and industry experts for various workshops and coaching-sessions. The class culminates in a showcase where students share their projects with stakeholders and the public. Prerequisite: CS 51, or consent of instructor.",2,2,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
214398,2022-2023,CS 56N,CS,Great Discoveries and Inventions in Computing,"This seminar will explore some of both the great discoveries that underlie computer science and the inventions that have produced the remarkable advances in computing technology. Key questions we will explore include: What is computable? How can information be securely communicated? How do computers fundamentally work? What makes computers fast? Our exploration will look both at the principles behind the discoveries and inventions, as well as the history and the people involved in those events. Some exposure to programming is required.",3,3,False,Letter or Credit/No Credit,True,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
221568,2022-2023,CS 57N,CS,Randomness: Computational and Philosophical Approaches (PHIL 3N),"Is it ever reasonable to make a decision randomly? For example, would you ever let an important choice depend on the flip of a coin? Can randomness help us answer difficult questions more accurately or more efficiently? What is randomness anyway? Can an object be random? Are there genuinely random processes in the world, and if so, how can we tell?  In this seminar, we will explore these questions through the lenses of philosophy and computation. By the end of the quarter students should have an appreciation of the many roles that randomness plays in both humanities and sciences, as well as a grasp of some of the key analytical tools used to study the concept.  The course will be self-contained, and no prior experience with randomness/probability is necessary.",3,3,False,Letter or Credit/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
221157,2022-2023,CS 58,CS,You Say You Want a Revolution (Blockchain Edition),"This project-based course will give creative students an opportunity to work together on revolutionary change leveraging blockchain technology. The course will provide opportunities for students to become operationally familiar with blockchain concepts, supported by presentation of blockchain fundamentals at a level accessible to those with or without a strong technical background. Specific topics include: incentives, ethics, crypto-commons, values, FOMO 3D, risks, implications and social good. Students will each discover a new possible use-case for blockchain and prototype their vision for the future accordingly. Application and impact areas may come from medicine, law, economics, history, anthropology, or other sectors. Student diversity of background will be valued highly.",2,2,False,Letter or Credit/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
222167,2022-2023,CS 58N,CS,The Blockchain Revolution Will Not Be Televised,"This seminar will explore the nature of revolutions supported and enabled by technological change, using the Internet and smart phone as two historical examples and focusing on blockchain technology and potential applications such as money, banking, supply chain and market trading. In this project-based course, one meeting per week will bring in new information, including visiting experts. Other class meetings will involve team work, presentations, and discussion. Each student will help lead a section; the class collectively will produce a final book/movie/blog, in a medium selected by the class.",3,3,False,Letter or Credit/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
223263,2022-2023,CS 59SI,CS,Quantum Computing: Open-Source Project Experience,"This course focuses on giving quantum software engineering industry experience with open-source projects proposed by frontier quantum computing and quantum device corporate partners. Quantum computing and quantum information industry sponsors submit open-source projects for students or teams of students to build and create solutions throughout the quarter with mentorship from the company. Gain experience with quantum mechanics, quantum computing, and real-world software development. Prerequisites: Computer science basics (106A, 106B), some undergraduate physics and basic understanding of quantum computing (no formal coursework in quantum computing required)",2,2,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
224443,2022-2023,CS 64,CS,Computation for Puzzles and Games,"How can we apply computer science to better understand (and have even more fun with) games and puzzles? What can we do when a game is too complex to analyze exhaustively, or when no efficient algorithms exist to solve a logic puzzle? This sampler course will whet your appetite for CS theory and AI as we apply those lenses to both classics (e.g., chess, Scrabble, the Rubik's cube, the Lights Out puzzle) and modern favorites (e.g., Sudoku, Kakuro, Esports, and tool-assisted speedruns). Each week, we will have one lecture and one optional hands-on puzzle/problem solving session, culminating in an (optional) on-foot puzzle hunt around campus. Material of varying technical complexity will be presented, and although some experience with programming and CS theory will be helpful, the course is open to all.",1,1,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
220553,2022-2023,CS 80Q,CS,Race and Gender in Silicon Valley (AFRICAAM 80Q),"Join us as we go behind the scenes of some of the big headlines about trouble in Silicon Valley. We'll start with the basic questions like who decides who gets to see themselves as &quot;a computer person,&quot; and how do early childhood and educational experiences shape our perceptions of our relationship to technology? Then we'll see how those questions are fundamental to a wide variety of recent events from #metoo in tech companies, to the ways the under-representation of women and people of color in tech companies impacts the kinds of products that Silicon Valley brings to market. We'll see how data and the coming age of AI raise the stakes on these questions of identity and technology. How can we ensure that AI technology will help reduce bias in human decision-making in areas from marketing to criminal justice, rather than amplify it?",3,3,False,Letter or Credit/No Credit,True,ENGR,COMPUTSCI,False,False,False,True,False,False,False,False
222223,2022-2023,CS 81SI,CS,AI Interpretability and Fairness,"As black-box AI models grow increasingly relevant in human-centric applications, explainability and fairness becomes increasingly necessary for trust in adopting AI models. This seminar class introduces students to major problems in AI explainability and fairness, and explores key state-of-theart methods. Key technical topics include surrogate methods, feature visualization, network dissection, adversarial debiasing, and fairness metrics. There will be a survey of recent legal and policy trends. Each week a guest lecturer from AI research, industry, and related policy fields will present an open problem and solution, followed by a roundtable discussion with the class. Students have the opportunity to present a topic of interestnor application to their own projects (solo or in teams) in the final class. Code examples of each topic will be provided for students interested in a particular topic, but there will be no required coding components. Students who will benefit most from this class have exposure to AI, such as through projects and related coursework (e.g. statistics, CS221, CS230, CS229). Students who are pursuing subjects outside of the CS department (e.g. sciences, social sciences, humanities) with sufficient mathematical maturity are welcomed to apply. Enrollment limited to 20.",1,1,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
222265,2022-2023,CS 82SI,CS,Wellness in Tech: Designing an Intentional Lifestyle in a Tech-Driven World,"Would deleting Facebook make us all happier? Of the 16 hours we spend awake each day on average, over 11 of those hours are spent interacting with digital media. In an always-on, tech-driven world, how do we regain control over our wellbeing?nThis 1 unit course is part workshop, part seminar, with a focus on tackling and re-framing the relationship between technology and wellness. What are the principles of human flourishing, and what is technology's role in promoting them? How can self-compassion and an appreciation for diversity lead to the development of products that enhance our collective happiness? Using human-centered design thinking, we will explore how technology both propels and hinders us- as individuals and as a society. By the end of this course, you will have tangible insights and methods to regain control over your relationship with technology. No coding involved; however we will be deeply exploring the human operating system. Students from all programs and areas of study are encouraged to apply.",1,1,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
219469,2022-2023,CS 83N,CS,Playback Theater,"Playback combines elements of theater, community work and storytelling. In a playback show, a group of actors and musicians create an improvised performance based on the audience's personal stories. A playback show brings about a powerful listening and sharing experience. During the course, we will tell, listen, play together, and train in playback techniques. We will write diaries to process our experience in the context of education and research.  The course is aimed to strengthen listening abilities, creativity and the collaborative spirit, all integral parts of doing great science. In playback, as in research, we are always moving together, from the known, to the unknown, and back. There is limited enrollment for this class. Application is required.",3,3,False,Letter or Credit/No Credit,True,ENGR,COMPUTSCI,False,False,True,False,False,False,False,False
222239,2022-2023,CS 84,CS,Emotional Intelligence,"This hands-on course is aimed at Stanford engineers who wish to be successful in start-ups or engineering-focused organizations. It is based on decades of observations by the instructors, witnessing that fresh graduates routinely struggle to survive and create an impact in the corporate world. A key objective is for students to develop a basic set of skills to master day-to-day personal interactions, and to understand the dynamics of work environments. The course then aims to guide students with more complex tasks, such as how to run effective meetings or how to work in multi-disciplinary teams. Whether you wish to become a start-up founder and CEO; a manager at a tech-centric company; or an individual contributor at Facebook or Google: if you wish to hit the ground running and be highly effective from your first day at work, this course is for you!",2,2,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
224632,2022-2023,CS 91,CS,Digital Canvas: An Introduction to UI/UX Design,"This course is focused on the application of UX/UI design concepts to actual user interfaces: the creation of wireframes, high-fidelity mockups, and clickable prototypes. We will be focusing on what makes a good or bad user interface, effective design techniques, and how to employ these techniques using Figma and Marvel to make realistic prototypes. This course is ideal for anyone with little to no visual design experience who would like to build their skill set in UI/UX for app or web design. It would also be ideal for anyone with experience in front or back-end web development or human-computer interaction that would want to sharpen their visual design and analysis skills for UI/UX.",2,2,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
215932,2022-2023,CS 91SI,CS,Digital Canvas: An Introduction to UI/UX Design,"In this course, students learn digital design in a low-stress environment. We will teach the essential concepts of UI/UX design and create actual user interfaces in a project-based format. By the end of the class, students will have experience in creating handoff-ready interactive high-fidelity mockups for a realistic product feature. This course covers what makes a good or bad interface, effective design techniques from the ground up, and how to execute on design principles using the tool Figma. Limited enrollment - admission determined by short application due 11:59 PM on March 23: https://forms.gle/knsLbRwt7th4HHsb7 . No required prerequisites. Recommended: some prior experience in product design, human-computer interaction, or front-end engineering",2,2,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
221342,2022-2023,CS 93,CS,Teaching AI,"For graduate students who are TA-ing an AI course. This course prepares new AI section leaders to teach, write, and evaluate AI content. In class, you will be evaluating final projects individually and as a group. You will have discussions criticizing papers and assigning grades to them. You will analyze and solve discussion session problems on the board, explain algorithmsnlike backpropagation, and learn how to give constructive feedback to students. The class will also include a guest speaker who will give teaching advice and talk about AI. Focus is on teaching skills, techniques, and final projects grading. The class meets once a week for the first 6 weeks of the quarter.",1,1,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
221165,2022-2023,CS 100A,CS,Problem-solving Lab for CS106A,"Additional problem solving practice for the introductory CS course CS 106A. Sections are designed to allow students to acquire a deeper understanding of CS and its applications, work collaboratively, and develop a mastery of the material. Limited enrollment, permission of instructor required. Concurrent enrollment in CS 106A required.",1,1,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
221166,2022-2023,CS 100B,CS,Problem-solving Lab for CS106B,"Additional problem solving practice for the introductory CS course CS106B. Sections are designed to allow students to acquire a deeper understanding of CS and its applications, work collaboratively, and develop a mastery of the material. Limited enrollment, permission of instructor required. Concurrent enrollment in CS 106B required.",1,1,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
211646,2022-2023,CS 101,CS,Introduction to Computing Principles,"Introduces the essential ideas of computing: data representation, algorithms, programming &quot;code&quot;, computer hardware, networking, security, and social issues. Students learn how computers work and what they can do through hands-on exercises. In particular, students will see the capabilities and weaknesses of computer systems so they are not mysterious or intimidating. Course features many small programming exercises, although no prior programming experience is assumed or required. CS101 is not a complete programming course such as CS106A. CS101 is effectively an alternative to CS105. A laptop computer is recommended for the in-class exercises.",3,5,False,Letter or Credit/No Credit,True,ENGR,COMPUTSCI,False,False,False,False,False,True,False,False
208532,2022-2023,CS 103,CS,Mathematical Foundations of Computing,"What are the theoretical limits of computing power? What problems can be solved with computers? Which ones cannot? And how can we reason about the answers to these questions with mathematical certainty? This course explores the answers to these questions and serves as an introduction to discrete mathematics, computability theory, and complexity theory. At the completion of the course, students will feel comfortable writing mathematical proofs, reasoning about discrete structures, reading and writing statements in first-order logic, and working with mathematical models of computing devices. Throughout the course, students will gain exposure to some of the most exciting mathematical and philosophical ideas of the late nineteenth and twentieth centuries. Specific topics covered include formal mathematical proofwriting, propositional and first-order logic, set theory, binary relations, functions (injections, surjections, and bijections), cardinality, basic graph theory, the pigeonhole principle, mathematical induction, finite automata, regular expressions, the Myhill-Nerode theorem, context-free grammars, Turing machines, decidable and recognizable languages, self-reference and undecidability, verifiers, and the P versus NP question. Students with significant proofwriting experience are encouraged to instead take CS154. Students interested in extra practice and support with the course are encouraged to concurrently enroll in CS103A. Prerequisite: CS106B or equivalent. CS106B may be taken concurrently with CS103.",3,5,False,Letter or Credit/No Credit,True,ENGR,COMPUTSCI,False,False,False,False,False,True,False,False
216695,2022-2023,CS 103A,CS,Mathematical Problem-solving Strategies,Problem solving strategies and techniques in discrete mathematics and computer science. Additional problem solving practice for CS103. In-class participation required. Prerequisite: consent of instructor. Co-requisite: CS103.,1,1,False,Satisfactory/No Credit,False,ENGR,COMPUTSCI,False,False,False,False,False,False,False,False
105641,2022-2023,CS 105,CS,Introduction to Computers,For non-technical majors. What computers are and how they work. Practical experience in development of websites and an introduction to programming.  A survey of Internet technology and the basics of computer hardware. Students in technical fields and students looking to acquire programming skills should take 106A or 106X. Students with prior computer science experience at the level of 106 or above require consent of instructor. Prerequisite: minimal math skills.,3,5,False,Letter or Credit/No Credit,True,ENGR,COMPUTSCI,False,False,False,False,False,True,False,False
105644,2022-2023,CS 106A,CS,Programming Methodology,"Introduction to the engineering of computer applications emphasizing modern software engineering principles: program design, decomposition, encapsulation, abstraction, and testing. Emphasis is on good programming style and the built-in facilities of respective languages. Uses the Python programming language.  No prior programming experience required.",3,5,False,Letter or Credit/No Credit,True,ENGR,COMPUTSCI,False,False,False,False,False,True,False,False
221634,2022-2023,CS 106AX,CS,Programming Methodologies in JavaScript and Python (Accelerated),"Introduction to the engineering of computer applications emphasizing modern software engineering principles: object-oriented design, decomposition, encapsulation, abstraction, and testing. This course targets an audience with prior programming experience, and that prior experience is leveraged so material can be covered in greater depth.",3,5,False,Letter or Credit/No Credit,True,ENGR,COMPUTSCI,False,False,False,False,False,True,False,False
105645,2022-2023,CS 106B,CS,Programming Abstractions,"Abstraction and its relation to programming. Software engineering principles of data abstraction and modularity. Object-oriented programming, fundamental data structures (such as stacks, queues, sets) and data-directed design. Recursion and recursive data structures (linked lists, trees, graphs). Introduction to time and space complexity analysis. Uses the programming language C++ covering its basic facilities. Prerequisite: 106A or equivalent.",3,5,False,Letter or Credit/No Credit,True,ENGR,COMPUTSCI,False,False,False,False,False,True,False,False
